Sentiment,Instagram Comment Text,Clean Instagram Comment Text,Normalized_Text,StopWords,Final
negative, <USERNAME> lebih memalukan anda buk ...ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk. ..awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor ..,username lebih memalukan anda buk ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor,username lebih memalukan kamu buk mengomong pelakor memang ibuk sudah pernah jadi pelakor ya kok bisa tahu ayu pelakor wkwkwkwkwk awas ibu nanti malah justru rumah tangga ibu yang dimasuki pelakor atau anaknya nanti jadi pelakor,username lebih memalukan kamu buk mengomong pelakor memang ibuk pernah jadi pelakor kok tahu ayu pelakor wkwkwkwkwk awas ibu malah justru rumah tangga ibu dimasuki pelakor anaknya jadi pelakor,username lebih memalukan kamu buk mengomong pelakor memang ibuk pernah jadi pelakor kok tahu ayu pelakor wkwkwkwkwk awas ibu malah justru rumah tangga ibu dimasuki pelakor anaknya jadi pelakor
negative,Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,wah itu kerdus mulutnya busuk jangan jangan sampah makanannya,wah itu kerdus mulutnya busuk jangan jangan sampah makanannya,wah kerdus mulutnya busuk jangan jangan sampah makanannya,wah kerdus mulutnya busuk jangan jangan sampah makanannya
negative, <USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?,username tai loe di gedein bagus buat pupuk jngan bacot loe goblok nih cewek knpa bawa suku,username tahi lo di gedein bagus buat pupuk jangan bacot lo bodoh nih cewek kenapa bawa suku,username tahi lo gedein bagus buat pupuk jangan bacot lo bodoh nih cewek bawa suku,username tahi lo gedein bagus buat pupuk jangan bacot lo bodoh nih cewek bawa suku
negative,LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,lah elo artis apaan papan blenyek aja belagu amat artis apaan kga populer sama sekalu hahaha,lah lo artis apaan papan blenyek saja belagu amat artis apaan kga populer sama sekalu hahaha,lah lo artis apaan papan blenyek belagu artis apaan kga populer sama sekalu hahaha,lah lo artis apaan papan blenyek belagu artis apaan kga populer sama sekalu hahaha
negative,ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,anang muka nya kaya babi gitu aja di demenin jijikk,anang muka nya kayak babi begitu saja di demenin jijikk,anang muka nya kayak babi demenin jijikk,anang muka nya kayak babi demenin jijikk
negative,"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>",kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya punya hati dan otak kan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge orang seperti itu kaya udah sempurna aja lo username,kalau enggak suka sama ayu ting ting enggak usah separah itu dong ngejudge nya punya hati dan otak akan dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan jadi jangan seenak nya menjudge manusia seperti itu kayak sudah sempurna saja kamu username,kalau enggak suka sama ayu ting ting enggak usah separah dong ngejudge nya punya hati otak manusia punya kekurangan punya kelebihan punya perasaan jadi jangan seenak nya menjudge manusia kayak sempurna kamu username,kalau enggak suka sama ayu ting ting enggak usah separah dong ngejudge nya punya hati otak manusia punya kekurangan punya kelebihan punya perasaan jadi jangan seenak nya menjudge manusia kayak sempurna kamu username
negative,"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",ga pantes dipanggil ustad org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam kacian istri pertamanya ga tw malu istri keduanya hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo,enggak pantas dipanggil ustad orang munafik ceramah sana sini orang kelakuan sendiri saja menzolimi istri sah nya dengan poligami diam kasihan istri pertamanya enggak tau malu istri keduanya hadeh kalo ada yang masih manggil dia buat ceramah namanya bodo,enggak pantas dipanggil ustad orang munafik ceramah sana sini orang kelakuan sendiri menzolimi istri sah nya poligami diam kasihan istri pertamanya enggak tau malu istri keduanya hadeh kalo manggil buat ceramah namanya bodo,enggak pantas dipanggil ustad orang munafik ceramah sana sini orang kelakuan sendiri menzolimi istri sah nya poligami diam kasihan istri pertamanya enggak tau malu istri keduanya hadeh kalo manggil buat ceramah namanya bodo
negative,Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,biadab klo nanti anak lo di bully gue mampusin ya,biadab kalo nanti anak kamu di bully saya mampusin ya,biadab kalo anak kamu bully mampusin,biadab kalo anak kamu bully mampusin
negative,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",dasar anjing tuh cowok bukan org berani sama cowok biasa one by one jangan sama yg lemah dasar yah cowok jaman skrg casing doank cowok nyali nya lebih dari banci,dasar anjing itu cowok bukan orang berani sama cowok biasa one by one jangan sama yang lemah dasar ya cowok jaman sekarang casing doang cowok nyali nya lebih dari banci,dasar anjing cowok bukan orang berani sama cowok biasa one by one jangan sama lemah dasar cowok jaman sekarang casing doang cowok nyali nya lebih banci,dasar anjing cowok bukan orang berani sama cowok biasa one by one jangan sama lemah dasar cowok jaman sekarang casing doang cowok nyali nya lebih banci
negative," <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",username iya kasian si micin padahal perusahan produk micin mengiklan kan kalo masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin,username iya kasihan sih micin padahal perusahan produk micin mengiklan akan kalau masak tambahkan micin biar tambah sedap netizen menyudutkan mecin seolah semua kebodohan manusia yang punya gangguan jiwa ngemil micin,username iya kasihan sih micin padahal perusahan produk micin mengiklan kalau masak tambahkan micin biar tambah sedap netizen menyudutkan mecin semua kebodohan manusia punya gangguan jiwa ngemil micin,username iya kasihan sih micin padahal perusahan produk micin mengiklan kalau masak tambahkan micin biar tambah sedap netizen menyudutkan mecin semua kebodohan manusia punya gangguan jiwa ngemil micin
negative,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,wahh jngn ini vidio lama kok bajunya norak bngtt seorang ayuu terlihat murahaan,wah jangan ini vidio lama kok bajunya norak banget seorang ayuu terlihat murahaan,wah jangan vidio lama kok bajunya norak banget seorang ayuu terlihat murahaan,wah jangan vidio lama kok bajunya norak banget seorang ayuu terlihat murahaan
negative, <USERNAME> bego lo ya,username bego lo ya,username bodoh kamu ya,username bodoh kamu,username bodoh kamu
negative,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,editan banget itu ya ampun si mommy lambe kehabisan gosib ya buat si pelakor,editan banget itu ya ampun sih mommy lambe kehabisan gosib ya buat sih pelakor,editan banget ampun sih mommy lambe kehabisan gosib buat sih pelakor,editan banget ampun sih mommy lambe kehabisan gosib buat sih pelakor
negative,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak lu rusak min,ya admin nya termasuk golongan pengonsumsi mecin dan pil pcc otak kamu rusak min,admin nya termasuk golongan pengonsumsi mecin pil pcc otak kamu rusak min,admin nya termasuk golongan pengonsumsi mecin pil pcc otak kamu rusak min
negative,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,cuma org govlok yg prcya ayu slgkuh sma rafi buktinya rafi sma gigi skrg baek aja dan ktamu ayu itu pelakor suami siapa yg d rebut woyy skrg ayu punya suami fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,cuma orang govlok yang percaya ayu slgkuh sama rafi buktinya rafi sama gigi sekarang baik saja dan ktamu ayu itu pelakor suami siapa yang ada rebut woyy sekarang ayu punya suami fikir pakai otak makanya jangan kbanyakan micin akan jadi govlok,cuma orang govlok percaya ayu slgkuh sama rafi buktinya rafi sama gigi sekarang baik ktamu ayu pelakor suami siapa rebut woyy sekarang ayu punya suami fikir pakai otak makanya jangan kbanyakan micin jadi govlok,cuma orang govlok percaya ayu slgkuh sama rafi buktinya rafi sama gigi sekarang baik ktamu ayu pelakor suami siapa rebut woyy sekarang ayu punya suami fikir pakai otak makanya jangan kbanyakan micin jadi govlok
negative, <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,username hoy barisan sakit hati jijikk banget fans billy mah alhamdulillah bgt billy putus sama manusiaa buluk ituu itu yg ditunggu lama akhiry putus juga dan sekarang kobil jg jijik sama ni orang v,username hoy barisan sakit hati jijikk banget fan billy mah alhamdulillah banget billy putus sama manusiaa buluk itu itu yang ditunggu lama akhiry putus juga dan sekarang kobil juga jijik sama nih manusia v,username hoy barisan sakit hati jijikk banget fan billy mah alhamdulillah banget billy putus sama manusiaa buluk ditunggu lama akhiry putus sekarang kobil jijik sama nih manusia v,username hoy barisan sakit hati jijikk banget fan billy mah alhamdulillah banget billy putus sama manusiaa buluk ditunggu lama akhiry putus sekarang kobil jijik sama nih manusia v
negative,"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",mba username kalau kamu gak ngerasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinet boy kan alah ngaku aja berarti kan mba dumang cinlok jangan sok bilang gak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan emang ya kan jangan marah resiko jadi artis hahahhaa pinter ya mba kalau mau cari alasan hahahahaha,mbak username kalau kamu enggak merasa cinlok sama babang anthony terus kalian awalnya ketemu dimana sih di sinetron boy akan alah mengaku saja berarti akan mbak dumang cinlok jangan berlaga bilang enggak cinlok itu namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan memang ya akan jangan marah resiko jadi artis hahahhaa pintar ya mbak kalau mau cari alasan hahahahaha,mbak username kalau kamu enggak merasa cinlok sama babang anthony terus kalian awalnya ketemu sih sinetron boy alah mengaku berarti mbak dumang cinlok jangan berlaga bilang enggak cinlok namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan memang jangan marah resiko jadi artis hahahhaa pintar mbak kalau mau cari alasan hahahahaha,mbak username kalau kamu enggak merasa cinlok sama babang anthony terus kalian awalnya ketemu sih sinetron boy alah mengaku berarti mbak dumang cinlok jangan berlaga bilang enggak cinlok namanya pembodohan wajar dong netizen bilang ratu cinlok kenyataan memang jangan marah resiko jadi artis hahahhaa pintar mbak kalau mau cari alasan hahahahaha
negative," <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",username noh urus tu kuin lu biar ga gatel nempel ama laki orng masyarakat udh tau kali japok gundik janda gatel udh kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cma dpt katanya agama nya kuat tpi hamil di luar,username noh urus itu kuin kamu biar enggak gatel menempel sama laki orang masyarakat sudah tahu kali japok gundik janda gatel sudah kenyataan nya begtu katanya anak sholehah agama nya kuat tapi mata kuliah agama cuma dapat katanya agama nya kuat tapi hamil di luar,username noh urus kuin kamu biar enggak gatel menempel sama laki orang masyarakat tahu kali japok gundik janda gatel kenyataan nya begtu katanya anak sholehah agama nya kuat mata kuliah agama cuma katanya agama nya kuat hamil luar,username noh urus kuin kamu biar enggak gatel menempel sama laki orang masyarakat tahu kali japok gundik janda gatel kenyataan nya begtu katanya anak sholehah agama nya kuat mata kuliah agama cuma katanya agama nya kuat hamil luar
negative," <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",username bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil di luar nikah kegatelan amat jadi janda,username bilang itu sama kuin kamu jangan gesek grepe sama laki orang enggak malu apa sudah hamil di luar nikah kegatelan amat jadi janda,username bilang sama kuin kamu jangan gesek grepe sama laki orang enggak malu apa hamil luar nikah kegatelan jadi janda,username bilang sama kuin kamu jangan gesek grepe sama laki orang enggak malu apa hamil luar nikah kegatelan jadi janda
negative," <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",username please lo jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar ga ada valakor lainnya di indonesia biar musnah sem,username tolong kamu jangan bela pelakor ini semua hukuman untuk sih muljem karena sudah tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karena biar enggak ada valakor lainnya di indonesia biar musnah sem,username kamu jangan bela pelakor semua hukuman sih muljem tega recut suami sahabat sendiri menjalani sanksi sosialnya valakor mesti dibenci biar enggak valakor lainnya indonesia biar musnah sem,username kamu jangan bela pelakor semua hukuman sih muljem tega recut suami sahabat sendiri menjalani sanksi sosialnya valakor mesti dibenci biar enggak valakor lainnya indonesia biar musnah sem
negative,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",najis ini baru muakk menjijikan pelakor jijik,najis ini baru muakk menjijikan pelakor jijik,najis baru muakk menjijikan pelakor jijik,najis baru muakk menjijikan pelakor jijik
negative,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,semoga pelakor kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya,semoga pelakor sentuh karma dan semoga dapat karma yang meninggalkan istrinya yang bwrjuang dengan dia dokter nol tapi setelah sukses selingkuh dan berlaga jadi penguasa ke istri ya,semoga pelakor sentuh karma semoga karma meninggalkan istrinya bwrjuang dokter nol sukses selingkuh berlaga jadi penguasa istri,semoga pelakor sentuh karma semoga karma meninggalkan istrinya bwrjuang dokter nol sukses selingkuh berlaga jadi penguasa istri
negative,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,sedih ya skrg ngamen di kawinan org mantan istri mahh naik pesawat jet bhay pelakor n botakbego,sedih ya sekarang ngamen di kawinan orang mantan istri mah naik pesawat jet bhay pelakor dan botakbego,sedih sekarang ngamen kawinan orang mantan istri mah naik pesawat jet bhay pelakor botakbego,sedih sekarang ngamen kawinan orang mantan istri mah naik pesawat jet bhay pelakor botakbego
negative, <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,username hehh lo pelakornya yaak ngapa lo jadi emosi situ kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak guee lucu lo,username eh kamu pelakornya ya ngapa kamu jadi emosi situ kenal gue kalau berani pakai akun asli dong pantas pakai akun bodong merebut laki manusia juga diam keceplosan ya pakai aku bodong mengakak gue lucu kamu,username eh kamu pelakornya ngapa kamu jadi emosi situ kenal gue kalau berani pakai akun asli dong pantas pakai akun bodong merebut laki manusia diam keceplosan pakai aku bodong mengakak gue lucu kamu,username eh kamu pelakornya ngapa kamu jadi emosi situ kenal gue kalau berani pakai akun asli dong pantas pakai akun bodong merebut laki manusia diam keceplosan pakai aku bodong mengakak gue lucu kamu
negative,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwkwkwk sudah enggak laku lagi jadi nyanyi dhajatan sih lonte pelakor,wkwkwkwk enggak laku jadi nyanyi dhajatan sih lonte pelakor,wkwkwkwk enggak laku jadi nyanyi dhajatan sih lonte pelakor
negative," <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",username wakakak banyak lah cerita kyk gituu buat pembelajaran aja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancurr bookk ga bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yg ngatur rezeki tu tuha,username wakakak banyak lah cerita kayak begitu buat pembelajaran saja jangan sampai nih swamik swamik lebih memilih ke pelakor daripada istri pertama bakalan hancurr bookk enggak bohong deh bakalan kere bakalan kismin bakalan nyungsep memang yang mengatur rezeki itu tuha,username wakakak banyak lah cerita kayak buat pembelajaran jangan nih swamik swamik lebih memilih pelakor istri pertama bakalan hancurr bookk enggak bohong deh bakalan kere bakalan kismin bakalan nyungsep memang mengatur rezeki tuha,username wakakak banyak lah cerita kayak buat pembelajaran jangan nih swamik swamik lebih memilih pelakor istri pertama bakalan hancurr bookk enggak bohong deh bakalan kere bakalan kismin bakalan nyungsep memang mengatur rezeki tuha
negative,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,ini cwenya yg bego apa cwonya yg pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala,ini cwenya yang bodoh apa cwonya yang pintar ya memang lakinya kayak atau macho atau apa begitu plus nya kayanya cuma jago gombal atau maennya gesit ulala,cwenya bodoh apa cwonya pintar memang lakinya kayak macho apa plus nya kayanya cuma jago gombal maennya gesit ulala,cwenya bodoh apa cwonya pintar memang lakinya kayak macho apa plus nya kayanya cuma jago gombal maennya gesit ulala
negative, <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,username kamu itu yg bodoh ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo,username kamu itu yang bodoh mengapa keluarga depok komen orang yang enggak ada artinya lagi buat mereka cuma kalian saja yang hidupnya enggak bahagia yang suka menghujat manusia dan hidup artis ayu terlalu berpengaruh buat kamu memang dasar kamu benci ayu kalo,username kamu bodoh keluarga depok komen orang enggak artinya buat cuma kalian hidupnya enggak bahagia suka menghujat manusia hidup artis ayu terlalu berpengaruh buat kamu memang dasar kamu benci ayu kalo,username kamu bodoh keluarga depok komen orang enggak artinya buat cuma kalian hidupnya enggak bahagia suka menghujat manusia hidup artis ayu terlalu berpengaruh buat kamu memang dasar kamu benci ayu kalo
negative, <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,username saya mah lihat yg terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yg percaya klo udh ditunjukkin saksi dan bukti klo,username saya mah lihat yang terlihat jelas bukan main prasangka seperti lu lu itu haters seperti dukun dukun titisan dajjal berlaga pintar tapi otak kosong maaf ye saya bala nabi muhammad yang percaya kalo sudah ditunjukkin saksi dan bukti kalo,username mah lihat terlihat jelas bukan main prasangka lu lu haters dukun dukun titisan dajjal berlaga pintar otak kosong maaf ye bala nabi muhammad percaya kalo ditunjukkin saksi bukti kalo,username mah lihat terlihat jelas bukan main prasangka lu lu haters dukun dukun titisan dajjal berlaga pintar otak kosong maaf ye bala nabi muhammad percaya kalo ditunjukkin saksi bukti kalo
negative,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut,mata ku sepet baca komentar fan ubul empang minggir woy membuat rusuh saja nih jaer amis jijik sumpah soal enji sama cewek lain tetap saja bala jaer menyampah membuat ribut,mata ku sepet baca komentar fan ubul empang minggir woy membuat rusuh nih jaer amis jijik sumpah soal enji sama cewek tetap bala jaer menyampah membuat ribut,mata ku sepet baca komentar fan ubul empang minggir woy membuat rusuh nih jaer amis jijik sumpah soal enji sama cewek tetap bala jaer menyampah membuat ribut
negative,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",ini siapa sih si enji hartis kah males banget jijik laki model beginian mah gak ada tanggung jwbnya ayu bunting di tinggalin anak gak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya najong jijik betoll dah deh min gak usah di bahas lagi laki macam begini hartis aja bukan gak ada panutan yg bisa di ambil username,ini siapa sih sih enji hartis kah malas banget jijik laki model beginian mah enggak ada tanggung jwbnya ayu bunting di tinggalkan anak enggak di akuin sekarang anak sudah nongol bilqis cantek eh sampai bini nya ngeposting yang seolah enji kangen anaknya najong jijik betoll deh deh min enggak usah di bahas lagi laki macam begini hartis saja bukan enggak ada panutan yang bisa di ambil username,siapa sih sih enji hartis malas banget jijik laki model beginian mah enggak tanggung jwbnya ayu bunting tinggalkan anak enggak akuin sekarang anak nongol bilqis cantek eh bini nya ngeposting enji kangen anaknya najong jijik betoll deh deh min enggak usah bahas laki macam begini hartis bukan enggak panutan ambil username,siapa sih sih enji hartis malas banget jijik laki model beginian mah enggak tanggung jwbnya ayu bunting tinggalkan anak enggak akuin sekarang anak nongol bilqis cantek eh bini nya ngeposting enji kangen anaknya najong jijik betoll deh deh min enggak usah bahas laki macam begini hartis bukan enggak panutan ambil username
negative," <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",username bego nya lagi pede amat ngomong seolah yg dia bilang paling bener padahal bukti aja kaga ada mau keliatan pinter jatohnya bego,username bodoh nya lagi percaya diri amat mengomong seolah yang dia bilang paling benar padahal bukti saja kagak ada mau kelihatan pintar jatohnya bodoh,username bodoh nya percaya diri mengomong bilang paling benar padahal bukti kagak mau kelihatan pintar jatohnya bodoh,username bodoh nya percaya diri mengomong bilang paling benar padahal bukti kagak mau kelihatan pintar jatohnya bodoh
negative,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya,yang pada bilang enji ganteng bebas slingkuh bodoh kali ganteng kepala kamu bau menyan enggak ada ganteng ganteng nya kebanyakan gaya kayak mantan bini depok nya,bilang enji ganteng bebas slingkuh bodoh kali ganteng kepala kamu bau menyan enggak ganteng ganteng nya kebanyakan gaya kayak mantan bini depok nya,bilang enji ganteng bebas slingkuh bodoh kali ganteng kepala kamu bau menyan enggak ganteng ganteng nya kebanyakan gaya kayak mantan bini depok nya
negative,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",sebenarnye cocok enji sama att sama sama gateel hahah pantesan si tongtong dipertemukan dgn enji udh hukum alam klw jodoh kita cerminan diri kita nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak m tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye sama aja kek enji hah,sebenarnye cocok enji sama att sama sama gateel hahah pantesan sih tongtong dipertemukan dengan enji sudah hukum alam kalau jodoh kita cerminan diri kita nah sih entong harusnya bekaca dengan masa lalu biar sadar tapi teryata otak sama tetap mau di pertahankan jadi sekarang malah menjadi jadi guatelnye sama saja kayak enji hah,sebenarnye cocok enji sama att sama sama gateel hahah pantesan sih tongtong dipertemukan enji hukum alam kalau jodoh cerminan diri nah sih entong harusnya bekaca masa lalu biar sadar teryata otak sama tetap mau pertahankan jadi sekarang malah menjadi jadi guatelnye sama kayak enji hah,sebenarnye cocok enji sama att sama sama gateel hahah pantesan sih tongtong dipertemukan enji hukum alam kalau jodoh cerminan diri nah sih entong harusnya bekaca masa lalu biar sadar teryata otak sama tetap mau pertahankan jadi sekarang malah menjadi jadi guatelnye sama kayak enji hah
negative," <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",username oalaah semakin banyak aja pelakor laki nya jg kegatelan tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw,username oalaah semakin banyak saja pelakor laki nya juga kegatelan tapi namanya laki ibarat kucing di kasih ikan jaer gratis ya kga nolak wkwkkwkw,username oalaah semakin banyak pelakor laki nya kegatelan namanya laki ibarat kucing kasih ikan jaer gratis kga nolak wkwkkwkw,username oalaah semakin banyak pelakor laki nya kegatelan namanya laki ibarat kucing kasih ikan jaer gratis kga nolak wkwkkwkw
